job,default,cons.price.idx,cons.conf.idx,euribor3m,y
1.0,1.0,93.994,-36.4,4.855,0
4.0,0.0,93.918,-42.7,4.963,0
1.0,0.0,94.465,-41.8,4.866,0
10.0,1.0,93.075,-47.1,1.405,0
4.0,1.0,94.465,-41.8,4.865,0
2.0,0.0,93.444,-36.1,4.964,0
0.0,0.0,93.918,-42.7,4.962,0
2.0,1.0,93.444,-36.1,4.963,0
4.0,0.0,93.444,-36.1,4.962,0
5.0,0.0,92.963,-40.8,1.26,0
7.0,0.0,94.199,-37.5,0.879,1
0.0,0.0,92.713,-33.0,0.712,0
1.0,0.0,93.994,-36.4,4.855,0
2.0,0.0,93.918,-42.7,4.963,0
1.0,1.0,93.444,-36.1,4.965,1
2.0,0.0,92.893,-46.2,1.264,0
1.0,0.0,93.994,-36.4,4.856,0
4.0,0.0,94.465,-41.8,4.864,0
8.0,0.0,93.2,-42.0,4.076,0
3.0,0.0,93.994,-36.4,4.857,0
8.0,0.0,93.918,-42.7,4.962,0
10.0,0.0,93.918,-42.7,4.961,0
4.0,0.0,92.893,-46.2,1.327,0
4.0,0.0,93.918,-42.7,4.961,0
4.0,0.0,92.893,-46.2,1.354,1
2.0,0.0,92.963,-40.8,1.26,0
2.0,0.0,93.918,-42.7,4.962,0
11.0,0.0,92.893,-46.2,1.291,0
3.0,0.0,93.994,-36.4,4.857,0
3.0,0.0,94.465,-41.8,4.864,0
4.0,0.0,92.893,-46.2,1.259,0
1.0,0.0,92.893,-46.2,1.334,0
2.0,0.0,94.465,-41.8,4.865,0
2.0,0.0,93.918,-42.7,4.962,0
4.0,0.0,93.444,-36.1,4.964,0
3.0,1.0,93.444,-36.1,4.963,0
3.0,0.0,92.893,-46.2,1.327,0
10.0,0.0,93.994,-36.4,4.857,0
3.0,1.0,93.918,-42.7,4.963,0
1.0,0.0,93.994,-36.4,4.86,0
4.0,0.0,92.893,-46.2,1.299,0
4.0,0.0,93.444,-36.1,4.963,0
4.0,1.0,93.918,-42.7,4.958,0
4.0,0.0,93.075,-47.1,1.479,0
3.0,0.0,92.893,-46.2,1.299,0
1.0,0.0,93.918,-42.7,4.962,0
1.0,0.0,93.994,-36.4,4.858,0
5.0,0.0,93.918,-42.7,4.968,0
1.0,0.0,93.918,-42.7,4.961,0
2.0,0.0,93.918,-42.7,4.957,0
4.0,0.0,93.994,-36.4,4.857,0
6.0,0.0,93.2,-42.0,4.021,0
8.0,0.0,92.893,-46.2,1.266,0
2.0,0.0,94.465,-41.8,4.864,0
5.0,0.0,93.994,-36.4,4.86,0
1.0,0.0,92.893,-46.2,1.266,0
2.0,0.0,93.2,-42.0,4.076,0
1.0,1.0,92.893,-46.2,1.327,0
6.0,0.0,93.994,-36.4,4.859,0
3.0,1.0,93.994,-36.4,4.864,0
2.0,0.0,93.075,-47.1,1.405,0
3.0,0.0,93.444,-36.1,4.964,0
7.0,1.0,94.055,-39.8,0.754,1
2.0,0.0,92.893,-46.2,1.266,0
2.0,0.0,93.2,-42.0,4.021,0
8.0,0.0,93.075,-47.1,1.435,0
3.0,0.0,92.893,-46.2,1.327,0
11.0,0.0,93.369,-34.8,0.653,0
2.0,0.0,93.075,-47.1,1.423,0
4.0,0.0,93.444,-36.1,4.966,0
2.0,0.0,92.893,-46.2,1.25,0
4.0,0.0,93.2,-42.0,4.021,0
4.0,0.0,93.994,-36.4,4.864,0
3.0,1.0,93.444,-36.1,4.963,0
6.0,1.0,94.465,-41.8,4.961,0
6.0,1.0,93.075,-47.1,1.405,1
3.0,0.0,92.469,-33.6,1.072,1
2.0,0.0,93.918,-42.7,4.963,0
2.0,0.0,93.444,-36.1,4.964,1
4.0,0.0,93.918,-42.7,4.968,0
0.0,1.0,93.994,-36.4,4.858,0
8.0,0.0,92.963,-40.8,1.26,1
3.0,0.0,92.893,-46.2,1.281,0
0.0,0.0,93.994,-36.4,4.856,0
2.0,0.0,93.918,-42.7,4.959,0
2.0,0.0,93.2,-42.0,4.153,0
6.0,0.0,93.918,-42.7,4.96,0
8.0,0.0,92.893,-46.2,1.354,0
4.0,1.0,93.444,-36.1,4.964,0
0.0,1.0,93.444,-36.1,4.965,0
4.0,0.0,92.893,-46.2,1.354,0
2.0,0.0,93.994,-36.4,4.86,0
11.0,0.0,94.055,-39.8,0.761,0
4.0,0.0,93.994,-36.4,4.857,0
3.0,1.0,93.994,-36.4,4.857,0
1.0,0.0,93.918,-42.7,4.961,0
2.0,0.0,93.444,-36.1,4.964,0
3.0,1.0,92.893,-46.2,1.281,0
6.0,0.0,93.994,-36.4,4.858,0
2.0,1.0,93.918,-42.7,4.962,0
6.0,0.0,94.465,-41.8,4.958,0
2.0,0.0,93.444,-36.1,4.963,0
2.0,0.0,93.2,-42.0,4.021,0
4.0,0.0,93.994,-36.4,4.859,0
3.0,1.0,93.994,-36.4,4.857,0
6.0,0.0,93.994,-36.4,4.856,0
2.0,0.0,93.918,-42.7,4.968,0
0.0,1.0,93.444,-36.1,4.964,0
10.0,0.0,94.465,-41.8,4.962,0
4.0,1.0,93.918,-42.7,4.963,0
3.0,1.0,93.918,-42.7,4.96,0
3.0,0.0,93.075,-47.1,1.405,1
7.0,0.0,93.444,-36.1,4.963,0
1.0,0.0,94.215,-40.3,0.802,1
4.0,0.0,93.444,-36.1,4.966,1
2.0,0.0,92.963,-40.8,1.268,0
5.0,0.0,93.2,-42.0,4.12,0
3.0,1.0,92.893,-46.2,1.299,0
6.0,0.0,93.994,-36.4,4.857,0
5.0,0.0,94.215,-40.3,0.87,0
3.0,0.0,93.2,-42.0,4.153,0
4.0,0.0,93.444,-36.1,4.965,0
3.0,0.0,93.918,-42.7,4.961,0
6.0,0.0,92.893,-46.2,1.327,0
0.0,1.0,93.918,-42.7,4.963,0
5.0,0.0,93.918,-42.7,4.958,0
8.0,1.0,92.379,-29.8,0.741,0
2.0,0.0,93.994,-36.4,4.857,0
6.0,0.0,93.994,-36.4,4.857,0
2.0,0.0,94.199,-37.5,0.879,0
1.0,0.0,92.893,-46.2,1.327,0
2.0,0.0,93.444,-36.1,4.965,0
3.0,1.0,93.994,-36.4,4.857,0
3.0,0.0,93.994,-36.4,4.857,0
1.0,1.0,93.918,-42.7,4.963,0
2.0,1.0,92.893,-46.2,1.25,0
2.0,0.0,92.963,-40.8,1.26,1
0.0,0.0,93.994,-36.4,4.858,0
3.0,1.0,92.893,-46.2,1.334,0
3.0,0.0,93.918,-42.7,4.96,0
1.0,1.0,93.444,-36.1,4.968,0
1.0,1.0,93.2,-42.0,4.021,1
3.0,0.0,93.918,-42.7,4.962,0
0.0,1.0,93.918,-42.7,4.958,0
0.0,0.0,93.994,-36.4,4.857,0
4.0,1.0,93.994,-36.4,4.856,0
5.0,0.0,92.431,-26.9,0.739,1
10.0,1.0,93.994,-36.4,4.86,0
3.0,1.0,93.918,-42.7,4.961,0
2.0,0.0,93.994,-36.4,4.864,1
4.0,0.0,93.444,-36.1,4.963,0
1.0,0.0,93.918,-42.7,4.962,0
2.0,1.0,93.075,-47.1,1.405,0
2.0,0.0,93.075,-47.1,1.405,0
2.0,1.0,93.994,-36.4,4.857,0
4.0,0.0,93.994,-36.4,4.856,0
3.0,0.0,93.994,-36.4,4.857,0
2.0,0.0,92.649,-30.1,0.72,0
6.0,0.0,92.893,-46.2,1.266,0
4.0,0.0,93.444,-36.1,4.968,0
3.0,0.0,93.994,-36.4,4.859,0
2.0,0.0,93.994,-36.4,4.855,0
4.0,1.0,93.444,-36.1,4.963,0
5.0,0.0,93.918,-42.7,4.962,0
1.0,0.0,93.2,-42.0,4.191,0
6.0,0.0,92.893,-46.2,1.344,0
2.0,0.0,94.465,-41.8,4.959,0
2.0,0.0,93.994,-36.4,4.857,0
3.0,0.0,92.893,-46.2,1.25,0
9.0,0.0,93.444,-36.1,4.964,0
2.0,0.0,93.2,-42.0,4.076,0
10.0,0.0,93.2,-42.0,4.12,1
5.0,0.0,94.027,-38.3,0.904,1
8.0,0.0,93.075,-47.1,1.435,0
2.0,0.0,94.465,-41.8,4.967,0
3.0,0.0,92.893,-46.2,1.344,0
3.0,1.0,94.465,-41.8,4.955,0
2.0,0.0,93.2,-42.0,4.021,0
1.0,0.0,92.893,-46.2,1.25,0
1.0,0.0,93.918,-42.7,4.957,0
4.0,0.0,93.075,-47.1,1.453,0
4.0,0.0,93.444,-36.1,4.968,0
4.0,0.0,94.055,-39.8,0.723,0
3.0,1.0,93.994,-36.4,4.855,0
3.0,0.0,92.893,-46.2,1.313,0
4.0,0.0,92.469,-33.6,1.044,0
4.0,0.0,93.075,-47.1,1.445,0
11.0,0.0,94.055,-39.8,0.748,1
8.0,0.0,93.444,-36.1,4.963,0
4.0,0.0,93.075,-47.1,1.405,0
1.0,0.0,93.918,-42.7,4.968,0
5.0,1.0,93.444,-36.1,4.964,0
1.0,1.0,93.994,-36.4,4.859,0
10.0,1.0,93.994,-36.4,4.857,0
4.0,0.0,93.2,-42.0,4.076,0
1.0,1.0,93.918,-42.7,4.956,0
3.0,0.0,93.918,-42.7,4.963,1
3.0,0.0,94.465,-41.8,4.865,0
4.0,0.0,92.893,-46.2,1.291,0
7.0,1.0,93.994,-36.4,4.857,0
4.0,0.0,93.2,-42.0,4.153,0
0.0,0.0,93.918,-42.7,4.962,0
4.0,0.0,93.2,-42.0,4.153,1
2.0,0.0,93.075,-47.1,1.365,0
4.0,1.0,94.465,-41.8,4.96,0
0.0,0.0,93.918,-42.7,4.961,0
2.0,0.0,93.2,-42.0,4.153,0
10.0,0.0,93.918,-42.7,4.963,0
4.0,0.0,93.918,-42.7,4.963,0
2.0,0.0,93.918,-42.7,4.962,0
4.0,0.0,93.918,-42.7,4.962,0
4.0,0.0,94.465,-41.8,4.865,0
2.0,0.0,92.431,-26.9,0.739,1
4.0,0.0,92.893,-46.2,1.244,0
1.0,0.0,93.075,-47.1,1.41,0
6.0,1.0,93.444,-36.1,4.965,0
4.0,0.0,93.075,-47.1,1.445,0
0.0,0.0,93.2,-42.0,4.076,0
2.0,0.0,93.444,-36.1,4.963,0
3.0,0.0,92.893,-46.2,1.327,1
6.0,0.0,94.027,-38.3,0.904,0
2.0,0.0,93.749,-34.6,0.645,1
5.0,0.0,92.893,-46.2,1.264,0
2.0,0.0,92.649,-30.1,0.715,1
3.0,1.0,94.465,-41.8,4.967,0
4.0,0.0,94.465,-41.8,4.961,0
1.0,0.0,93.918,-42.7,4.96,0
3.0,0.0,93.075,-47.1,1.405,0
2.0,0.0,92.843,-50.0,1.703,0
8.0,0.0,93.2,-42.0,4.191,0
11.0,0.0,93.918,-42.7,4.968,0
6.0,0.0,93.994,-36.4,4.857,0
8.0,0.0,93.2,-42.0,4.153,0
3.0,0.0,93.444,-36.1,4.967,0
2.0,0.0,93.994,-36.4,4.858,0
3.0,0.0,93.918,-42.7,4.962,0
4.0,0.0,93.444,-36.1,4.964,0
3.0,1.0,94.465,-41.8,4.967,0
3.0,1.0,93.994,-36.4,4.855,0
4.0,0.0,93.2,-42.0,4.021,0
2.0,0.0,93.918,-42.7,4.963,0
3.0,0.0,93.2,-42.0,4.191,0
2.0,1.0,93.994,-36.4,4.859,0
2.0,0.0,93.075,-47.1,1.423,0
2.0,0.0,93.918,-42.7,4.96,0
2.0,0.0,92.649,-30.1,0.715,1
6.0,0.0,93.994,-36.4,4.857,0
2.0,0.0,93.918,-42.7,4.961,0
4.0,0.0,93.918,-42.7,4.963,0
1.0,0.0,93.918,-42.7,4.962,1
4.0,0.0,93.918,-42.7,4.957,0
3.0,1.0,93.444,-36.1,4.964,1
3.0,0.0,93.994,-36.4,4.856,0
2.0,0.0,93.444,-36.1,4.964,0
5.0,0.0,92.379,-29.8,0.788,0
2.0,1.0,93.994,-36.4,4.859,0
1.0,0.0,93.994,-36.4,4.86,0
4.0,0.0,93.444,-36.1,4.963,0
2.0,0.0,92.379,-29.8,0.77,1
3.0,1.0,93.444,-36.1,4.963,0
2.0,1.0,93.918,-42.7,4.957,0
2.0,0.0,92.201,-31.4,0.861,1
3.0,0.0,93.994,-36.4,4.857,0
3.0,0.0,94.465,-41.8,4.864,0
3.0,1.0,93.994,-36.4,4.858,0
1.0,0.0,93.2,-42.0,4.153,0
3.0,0.0,93.918,-42.7,4.96,0
3.0,0.0,94.601,-49.5,0.982,0
4.0,0.0,94.465,-41.8,4.959,0
3.0,0.0,93.994,-36.4,4.857,0
3.0,0.0,94.465,-41.8,4.959,0
2.0,1.0,93.2,-42.0,4.021,0
3.0,0.0,94.465,-41.8,4.864,0
9.0,0.0,93.075,-47.1,1.406,1
1.0,0.0,92.893,-46.2,1.299,0
3.0,0.0,93.994,-36.4,4.856,0
3.0,1.0,93.994,-36.4,4.858,0
8.0,1.0,93.994,-36.4,4.857,0
10.0,0.0,93.2,-42.0,4.076,0
2.0,0.0,93.994,-36.4,4.859,0
2.0,0.0,93.994,-36.4,4.855,0
2.0,0.0,92.893,-46.2,1.25,0
1.0,0.0,92.893,-46.2,1.344,0
3.0,0.0,93.994,-36.4,4.864,0
4.0,0.0,92.893,-46.2,1.281,0
3.0,0.0,93.2,-42.0,4.076,0
8.0,0.0,92.469,-33.6,0.914,0
4.0,0.0,93.994,-36.4,4.857,0
1.0,0.0,93.2,-42.0,4.021,0
4.0,0.0,94.215,-40.3,0.835,1
2.0,1.0,94.215,-40.3,0.827,1
3.0,0.0,93.994,-36.4,4.86,0
10.0,0.0,92.893,-46.2,1.344,0
2.0,0.0,93.918,-42.7,4.96,1
4.0,0.0,93.444,-36.1,4.964,0
4.0,0.0,92.963,-40.8,1.206,0
3.0,1.0,93.994,-36.4,4.856,0
4.0,0.0,93.444,-36.1,4.962,0
2.0,0.0,94.465,-41.8,4.961,0
6.0,0.0,93.075,-47.1,1.405,0
10.0,1.0,92.893,-46.2,1.334,0
8.0,0.0,92.893,-46.2,1.25,0
1.0,0.0,92.893,-46.2,1.244,0
2.0,0.0,92.963,-40.8,1.26,0
1.0,0.0,92.893,-46.2,1.259,1
6.0,0.0,93.2,-42.0,4.12,0
10.0,0.0,93.994,-36.4,4.855,0
3.0,0.0,93.2,-42.0,4.021,0
3.0,0.0,93.918,-42.7,4.962,0
2.0,1.0,94.465,-41.8,4.961,0
2.0,0.0,93.994,-36.4,4.864,0
6.0,1.0,93.2,-42.0,4.12,0
2.0,0.0,93.994,-36.4,4.856,0
7.0,0.0,92.963,-40.8,1.252,0
1.0,0.0,93.994,-36.4,4.859,0
2.0,1.0,93.444,-36.1,4.962,0
1.0,0.0,93.918,-42.7,4.962,0
9.0,1.0,93.444,-36.1,4.964,0
4.0,0.0,93.918,-42.7,4.968,0
3.0,0.0,94.465,-41.8,4.959,0
1.0,1.0,93.444,-36.1,4.968,0
2.0,0.0,94.055,-39.8,0.739,1
4.0,0.0,93.075,-47.1,1.405,0
5.0,1.0,93.075,-47.1,1.405,0
4.0,1.0,93.444,-36.1,4.963,0
4.0,0.0,92.893,-46.2,1.25,0
3.0,1.0,92.893,-46.2,1.299,0
3.0,0.0,92.893,-46.2,1.334,0
3.0,1.0,93.994,-36.4,4.859,0
3.0,1.0,92.893,-46.2,1.299,0
6.0,0.0,93.444,-36.1,4.965,0
10.0,1.0,93.444,-36.1,4.965,0
2.0,1.0,92.893,-46.2,1.25,0
8.0,0.0,93.2,-42.0,4.245,0
5.0,0.0,92.649,-30.1,0.714,1
4.0,0.0,93.2,-42.0,4.076,0
2.0,0.0,94.465,-41.8,4.864,0
4.0,0.0,93.994,-36.4,4.856,0
10.0,0.0,92.893,-46.2,1.299,0
2.0,0.0,94.465,-41.8,4.967,0
4.0,0.0,93.444,-36.1,4.962,0
2.0,1.0,93.444,-36.1,4.967,0
6.0,1.0,93.994,-36.4,4.857,0
2.0,0.0,94.199,-37.5,0.878,0
2.0,0.0,93.075,-47.1,1.453,0
4.0,0.0,93.918,-42.7,4.968,0
3.0,0.0,93.444,-36.1,4.963,0
2.0,0.0,93.994,-36.4,4.856,0
11.0,0.0,94.199,-37.5,0.88,0
2.0,0.0,93.075,-47.1,1.365,0
10.0,0.0,94.465,-41.8,4.958,0
4.0,0.0,93.2,-42.0,4.153,1
2.0,0.0,92.893,-46.2,1.299,0
4.0,0.0,93.444,-36.1,4.966,0
3.0,0.0,92.893,-46.2,1.313,0
2.0,0.0,93.876,-40.0,0.692,0
2.0,0.0,93.994,-36.4,4.857,0
6.0,0.0,93.2,-42.0,4.12,0
3.0,0.0,93.994,-36.4,4.857,0
1.0,0.0,93.075,-47.1,1.365,1
10.0,0.0,93.994,-36.4,4.856,0
2.0,0.0,92.893,-46.2,1.25,0
2.0,0.0,93.918,-42.7,4.963,1
1.0,1.0,93.918,-42.7,4.961,0
4.0,0.0,92.469,-33.6,1.044,0
3.0,0.0,92.893,-46.2,1.344,0
4.0,0.0,93.994,-36.4,4.856,0
2.0,0.0,92.201,-31.4,0.881,1
2.0,1.0,93.444,-36.1,4.964,0
6.0,1.0,93.994,-36.4,4.859,0
10.0,0.0,92.431,-26.9,0.739,0
6.0,0.0,92.843,-50.0,1.538,0
6.0,0.0,93.918,-42.7,4.963,1
2.0,1.0,93.994,-36.4,4.857,0
5.0,0.0,93.369,-34.8,0.646,0
1.0,0.0,92.893,-46.2,1.25,1
2.0,0.0,94.465,-41.8,4.959,0
4.0,0.0,92.963,-40.8,1.262,1
2.0,0.0,92.963,-40.8,1.262,0
3.0,0.0,93.918,-42.7,4.962,0
6.0,0.0,93.444,-36.1,4.965,0
2.0,0.0,92.893,-46.2,1.264,1
4.0,0.0,94.465,-41.8,4.961,0
5.0,1.0,93.444,-36.1,4.965,0
3.0,1.0,93.918,-42.7,4.961,1
3.0,0.0,93.994,-36.4,4.855,0
3.0,0.0,93.2,-42.0,4.12,0
6.0,0.0,93.2,-42.0,4.076,0
1.0,1.0,93.994,-36.4,4.858,0
2.0,0.0,93.444,-36.1,4.963,0
2.0,0.0,93.075,-47.1,1.365,1
2.0,0.0,92.893,-46.2,1.313,0
3.0,0.0,93.2,-42.0,4.076,0
2.0,0.0,94.055,-39.8,0.72,0
8.0,0.0,92.893,-46.2,1.266,0
4.0,0.0,93.918,-42.7,4.963,0
4.0,0.0,93.918,-42.7,4.958,0
3.0,0.0,93.876,-40.0,0.683,1
2.0,0.0,94.215,-40.3,0.835,1
4.0,0.0,93.994,-36.4,4.856,0
6.0,0.0,93.994,-36.4,4.855,0
1.0,0.0,92.963,-40.8,1.286,1
2.0,0.0,93.918,-42.7,4.962,0
3.0,0.0,94.465,-41.8,4.959,0
2.0,0.0,92.893,-46.2,1.344,0
4.0,0.0,93.2,-42.0,4.076,0
5.0,0.0,94.215,-40.3,0.846,0
5.0,0.0,92.469,-33.6,1.072,0
2.0,0.0,93.918,-42.7,4.962,0
2.0,0.0,93.2,-42.0,4.076,0
2.0,0.0,93.075,-47.1,1.365,0
11.0,0.0,92.893,-46.2,1.299,0
4.0,1.0,93.994,-36.4,4.859,0
2.0,0.0,92.893,-46.2,1.299,0
2.0,0.0,93.994,-36.4,4.857,0
6.0,0.0,92.431,-26.9,0.733,1
6.0,1.0,93.444,-36.1,4.966,0
3.0,0.0,93.918,-42.7,4.961,0
4.0,0.0,94.027,-38.3,0.898,1
3.0,0.0,93.994,-36.4,4.856,0
3.0,1.0,93.444,-36.1,4.963,0
2.0,1.0,93.444,-36.1,4.963,0
1.0,0.0,93.075,-47.1,1.405,0
2.0,0.0,93.075,-47.1,1.423,0
2.0,0.0,93.994,-36.4,4.858,0
2.0,0.0,94.055,-39.8,0.702,0
2.0,1.0,93.444,-36.1,4.968,0
1.0,0.0,94.465,-41.8,4.866,0
3.0,0.0,93.918,-42.7,4.961,0
3.0,1.0,93.918,-42.7,4.962,0
3.0,0.0,92.893,-46.2,1.344,0
2.0,0.0,93.994,-36.4,4.857,0
1.0,0.0,93.918,-42.7,4.968,0
8.0,0.0,92.963,-40.8,1.26,1
2.0,0.0,94.601,-49.5,1.032,0
1.0,1.0,93.994,-36.4,4.857,0
3.0,0.0,93.918,-42.7,4.96,0
2.0,0.0,92.893,-46.2,1.299,0
4.0,1.0,93.994,-36.4,4.857,0
3.0,0.0,93.918,-42.7,4.963,0
4.0,0.0,94.601,-49.5,1.016,0
3.0,1.0,93.918,-42.7,4.96,0
2.0,1.0,92.893,-46.2,1.281,0
2.0,0.0,93.444,-36.1,4.963,0
4.0,0.0,94.199,-37.5,0.877,0
2.0,0.0,92.893,-46.2,1.354,0
3.0,1.0,93.994,-36.4,4.86,0
3.0,0.0,93.994,-36.4,4.857,0
2.0,0.0,94.601,-49.5,0.987,0
3.0,0.0,93.918,-42.7,4.962,0
10.0,0.0,93.2,-42.0,4.12,0
1.0,0.0,93.444,-36.1,4.967,1
2.0,0.0,93.2,-42.0,4.153,0
8.0,0.0,93.918,-42.7,4.963,0
10.0,0.0,92.201,-31.4,0.884,0
11.0,0.0,92.201,-31.4,0.869,0
2.0,0.0,92.893,-46.2,1.244,1
10.0,0.0,93.994,-36.4,4.858,0
0.0,0.0,94.465,-41.8,4.962,0
0.0,0.0,93.444,-36.1,4.963,0
5.0,0.0,93.994,-36.4,4.86,0
1.0,0.0,93.2,-42.0,4.12,0
2.0,0.0,93.918,-42.7,4.961,1
1.0,1.0,93.994,-36.4,4.855,0
0.0,0.0,93.918,-42.7,4.962,0
6.0,0.0,92.893,-46.2,1.25,0
2.0,1.0,93.918,-42.7,4.968,0
1.0,0.0,94.465,-41.8,4.958,0
3.0,0.0,93.994,-36.4,4.855,0
2.0,0.0,93.444,-36.1,4.965,0
2.0,0.0,93.994,-36.4,4.856,0
2.0,0.0,93.918,-42.7,4.957,1
2.0,0.0,94.465,-41.8,4.961,0
2.0,0.0,93.2,-42.0,4.191,0
3.0,0.0,92.893,-46.2,1.291,0
1.0,1.0,94.465,-41.8,4.864,0
2.0,0.0,92.893,-46.2,1.313,0
2.0,0.0,93.2,-42.0,4.153,0
2.0,0.0,93.918,-42.7,4.962,0
0.0,0.0,92.201,-31.4,0.854,0
3.0,0.0,93.369,-34.8,0.635,0
2.0,0.0,93.918,-42.7,4.963,0
2.0,0.0,93.075,-47.1,1.365,0
5.0,1.0,93.994,-36.4,4.859,0
3.0,0.0,93.994,-36.4,4.857,0
3.0,1.0,93.918,-42.7,4.963,0
3.0,0.0,92.893,-46.2,1.291,0
2.0,0.0,93.2,-42.0,4.191,0
4.0,0.0,94.465,-41.8,4.961,0
10.0,0.0,93.994,-36.4,4.857,0
3.0,1.0,94.465,-41.8,4.865,0
2.0,0.0,93.994,-36.4,4.86,0
2.0,0.0,93.918,-42.7,4.961,0
4.0,0.0,94.465,-41.8,4.864,0
2.0,0.0,93.798,-40.4,4.936,1
1.0,0.0,92.893,-46.2,1.266,0
3.0,1.0,93.918,-42.7,4.962,0
2.0,0.0,93.444,-36.1,4.964,0
6.0,0.0,93.994,-36.4,4.857,0
2.0,0.0,93.994,-36.4,4.856,0
3.0,1.0,93.918,-42.7,4.961,0
4.0,0.0,92.431,-26.9,0.735,1
2.0,0.0,93.075,-47.1,1.466,0
5.0,0.0,94.465,-41.8,4.958,0
7.0,0.0,93.2,-42.0,4.191,0
1.0,0.0,92.893,-46.2,1.266,0
1.0,1.0,94.465,-41.8,4.865,0
4.0,0.0,93.994,-36.4,4.856,0
2.0,0.0,93.444,-36.1,4.965,0
4.0,0.0,93.444,-36.1,4.964,0
1.0,0.0,93.994,-36.4,4.857,0
1.0,0.0,92.893,-46.2,1.25,0
2.0,0.0,93.994,-36.4,4.855,0
7.0,1.0,93.918,-42.7,4.962,0
2.0,0.0,93.2,-42.0,4.021,0
3.0,0.0,93.918,-42.7,4.962,0
3.0,0.0,93.2,-42.0,4.076,1
1.0,0.0,93.2,-42.0,4.12,0
4.0,0.0,92.379,-29.8,0.788,1
2.0,0.0,93.2,-42.0,4.076,0
2.0,0.0,93.2,-42.0,4.021,0
3.0,0.0,93.994,-36.4,4.858,0
7.0,0.0,92.201,-31.4,0.881,0
2.0,0.0,93.2,-42.0,4.191,0
3.0,0.0,92.893,-46.2,1.344,0
2.0,0.0,93.994,-36.4,4.857,0
3.0,1.0,94.465,-41.8,4.864,0
1.0,1.0,94.465,-41.8,4.959,0
2.0,0.0,93.444,-36.1,4.964,0
2.0,0.0,92.893,-46.2,1.354,0
2.0,0.0,93.075,-47.1,1.483,1
3.0,1.0,92.893,-46.2,1.334,0
4.0,0.0,93.994,-36.4,4.857,0
4.0,0.0,94.199,-37.5,0.884,0
2.0,0.0,93.2,-42.0,4.153,0
4.0,0.0,93.994,-36.4,4.857,0
3.0,0.0,92.893,-46.2,1.327,0
2.0,1.0,93.444,-36.1,4.966,0
3.0,0.0,93.994,-36.4,4.857,0
7.0,0.0,92.431,-26.9,0.742,1
6.0,0.0,92.963,-40.8,1.268,0
2.0,1.0,93.918,-42.7,4.962,0
1.0,0.0,93.075,-47.1,1.435,0
4.0,0.0,93.444,-36.1,4.965,0
9.0,1.0,93.994,-36.4,4.856,0
7.0,0.0,92.431,-26.9,0.74,0
2.0,0.0,94.465,-41.8,4.967,0
3.0,1.0,93.918,-42.7,4.968,0
4.0,0.0,94.215,-40.3,0.861,0
11.0,0.0,93.994,-36.4,4.855,0
2.0,0.0,93.444,-36.1,4.964,0
4.0,0.0,93.994,-36.4,4.857,0
4.0,0.0,94.465,-41.8,4.961,0
2.0,0.0,93.994,-36.4,4.855,0
4.0,0.0,93.444,-36.1,4.968,0
4.0,0.0,93.444,-36.1,4.965,0
1.0,0.0,92.893,-46.2,1.266,0
1.0,0.0,93.2,-42.0,4.153,0
1.0,0.0,93.075,-47.1,1.405,0
5.0,0.0,93.075,-47.1,1.453,0
2.0,0.0,93.444,-36.1,4.963,0
2.0,0.0,93.444,-36.1,4.966,0
2.0,0.0,92.893,-46.2,1.281,0
2.0,0.0,93.918,-42.7,4.961,0
1.0,1.0,93.918,-42.7,4.957,0
1.0,0.0,93.918,-42.7,4.963,0
3.0,0.0,93.444,-36.1,4.963,0
3.0,0.0,93.918,-42.7,4.96,0
2.0,0.0,93.918,-42.7,4.96,0
2.0,1.0,93.2,-42.0,4.021,0
10.0,0.0,93.2,-42.0,4.12,0
3.0,0.0,93.444,-36.1,4.967,0
3.0,1.0,93.075,-47.1,1.405,0
3.0,0.0,93.918,-42.7,4.958,0
5.0,0.0,92.431,-26.9,0.731,0
6.0,0.0,94.465,-41.8,4.96,0
3.0,0.0,92.893,-46.2,1.291,0
4.0,0.0,93.444,-36.1,4.964,0
3.0,0.0,92.893,-46.2,1.334,0
3.0,0.0,93.994,-36.4,4.86,0
11.0,1.0,93.994,-36.4,4.857,0
2.0,0.0,93.075,-47.1,1.405,1
3.0,1.0,93.994,-36.4,4.855,0
10.0,0.0,93.994,-36.4,4.856,0
3.0,0.0,94.465,-41.8,4.961,0
2.0,0.0,94.465,-41.8,4.959,0
4.0,0.0,92.893,-46.2,1.244,0
2.0,0.0,92.963,-40.8,1.26,0
6.0,0.0,93.2,-42.0,4.153,0
2.0,0.0,93.918,-42.7,4.963,0
0.0,0.0,92.201,-31.4,0.834,0
4.0,0.0,93.369,-34.8,0.655,1
4.0,0.0,94.465,-41.8,4.864,0
4.0,0.0,93.994,-36.4,4.857,0
2.0,0.0,93.075,-47.1,1.365,0
2.0,0.0,94.465,-41.8,4.865,0
4.0,0.0,93.994,-36.4,4.86,0
4.0,0.0,92.379,-29.8,0.797,1
4.0,0.0,92.893,-46.2,1.266,1
2.0,0.0,93.918,-42.7,4.958,0
0.0,0.0,92.893,-46.2,1.354,0
4.0,0.0,93.2,-42.0,4.12,0
3.0,1.0,93.444,-36.1,4.966,0
6.0,0.0,93.994,-36.4,4.857,0
6.0,0.0,93.994,-36.4,4.857,0
2.0,0.0,93.075,-47.1,1.405,0
6.0,0.0,93.2,-42.0,4.076,0
